COUNTRY;SUBBRAND;YEAR;MONTH;SCENARIO;FORECAST;FORECAST_YEAR;AMOUNT
Great Britain;Mountain Dew (L3);2023;12;AI_forecast;AI_P10F;2023;1,29932E+16
Great Britain;7up Free (L3);2023;8;AI_forecast;AI_P03F;2023;1,5583E+15
Netherlands;Pepsi Max (L3);2023;9;AI_forecast;AI_PF;2023;8,06299E+15
Czech;Pepsi Regular (L3);2023;2;AI_forecast;AI_P02F;2023;7,84373E+15
Norway;Pepsi Regular (L3);2023;4;AI_forecast;AI_P04F;2023;3,65411E+15
Hungary;Pepsi Max (L3);2024;12;AI_forecast;AI_P07F;2023;4,48634E+15
Hungary;Pepsi Max (L3);2023;11;AI_forecast;AI_P08F;2023;4265578089583050,00
Great Britain;Lipton (L3);2023;11;AI_forecast;AI_P05F;2023;578696760908218,00
Italy;Pepsi Regular (L3);2023;9;AI_forecast;AI_P08F;2023;1,7046E+15
Great Britain;7up Free (L3);2023;9;AI_forecast;AI_PF;2023;1,32131E+16
Norway;Pepsi Max (L3);2024;3;AI_forecast;AI_P06F;2023;2,9733E+15
Norway;Pepsi Regular (L3);2024;9;AI_forecast;AI_P08F;2023;3,68565E+16
Czech;Pepsi Regular (L3);2024;10;AI_forecast;AI_P09F;2023;8,34552E+15
Norway;7up Free (L3);2024;4;AI_forecast;AI_P11F;2023;3,73986E+15
Spain;7up (L3);2023;8;AI_forecast;AI_P02F;2023;1,01725E+16
Denmark;Pepsi Max (L3);2025;4;AI_forecast;AI_P12F;2023;3,60299E+15
Denmark;Pepsi Max (L3);2024;10;AI_forecast;AI_P12F;2023;2,20073E+15
Great Britain;Lipton (L3);2024;2;AI_forecast;AI_P10F;2023;6,15643E+15
Spain;Pepsi Max (L3);2024;7;AI_forecast;AI_P09F;2023;1,48664E+14
Great Britain;7up Free (L3);2024;8;AI_forecast;AI_P12F;2023;1,70419E+15
Great Britain;7up (L3);2025;3;AI_forecast;AI_P12F;2023;4,20204E+16
Spain;7up Free (L3);2024;7;AI_forecast;AI_P10F;2023;9,67943E+14
Norway;Pepsi Regular (L3);2023;11;AI_forecast;AI_P05F;2023;324982747117985,00
Czech;Pepsi Regular (L3);2023;10;AI_forecast;AI_P10F;2023;8,55772E+14
Netherlands;7up (L3);2025;2;AI_forecast;AI_P11F;2023;3,23623E+16
Italy;7up (L3);2025;2;AI_forecast;AI_P11F;2023;1,89764E+15
Great Britain;Pepsi Max (L3);2024;3;AI_forecast;AI_P04F;2023;9,69344E+15
Hungary;Pepsi Max (L3);2024;8;AI_forecast;AI_P06F;2023;4,10886E+15
Hungary;Mountain Dew (L3);2024;12;AI_forecast;AI_P12F;2023;3,16838E+15
Great Britain;Pepsi Regular (L3);2024;8;AI_forecast;AI_P03F;2023;1,43995E+16
Denmark;Pepsi Max (L3);2024;11;AI_forecast;AI_P11F;2023;2685681064262270,00
Great Britain;Pepsi Regular (L3);2023;10;AI_forecast;AI_P04F;2023;1,64279E+16
Great Britain;Pepsi Regular (L3);2025;3;AI_forecast;AI_P12F;2023;9,93599E+15
Spain;Pepsi Max (L3);2024;2;AI_forecast;AI_P04F;2023;9,31725E+15
Spain;Pepsi Regular (L3);2023;10;AI_forecast;AI_P02F;2023;1,28302E+16
Denmark;Pepsi Max (L3);2024;2;AI_forecast;AI_P05F;2023;2,00212E+16
Great Britain;7up (L3);2024;6;AI_forecast;AI_PF;2023;3,02581E+14
Netherlands;Pepsi Max (L3);2023;11;AI_forecast;AI_P02F;2023;676380289041368,00
Czech;Pepsi Regular (L3);2024;3;AI_forecast;AI_P04F;2023;1,03524E+16
Hungary;Lipton (L3);2024;12;AI_forecast;AI_P07F;2023;2,05533E+16
Denmark;7up Free (L3);2023;11;AI_forecast;AI_P08F;2023;19892848616041300,00
Denmark;Pepsi Max (L3);2025;1;AI_forecast;AI_P10F;2023;1,98666E+16
Denmark;Pepsi Max (L3);2024;1;AI_forecast;AI_P10F;2023;1,94934E+14
Denmark;Pepsi Max (L3);2024;6;AI_forecast;AI_P11F;2023;2,13974E+15
Great Britain;Pepsi Regular (L3);2023;11;AI_forecast;AI_P02F;2023;16477430030510900,00
Netherlands;7up Free (L3);2024;9;AI_forecast;AI_P06F;2023;1,2318E+16
Spain;Pepsi Max (L3);2023;4;AI_forecast;AI_P04F;2023;9,8344E+15
Great Britain;7up (L3);2025;2;AI_forecast;AI_P12F;2023;0
Netherlands;Mountain Dew (L3);2025;2;AI_forecast;AI_P11F;2023;0
Portugal;Lipton (L3);2023;11;AI_forecast;AI_P07F;2023;5916297475596540,00
Denmark;Pepsi Max (L3);2024;7;AI_forecast;AI_P02F;2023;1,80285E+16
Italy;Pepsi Max (L3);2024;5;AI_forecast;AI_P06F;2023;1,93631E+16
Denmark;Pepsi Max (L3);2024;4;AI_forecast;AI_P05F;2023;2,37511E+16
Great Britain;7up Free (L3);2024;1;AI_forecast;AI_P04F;2023;1,20751E+16
Hungary;7up (L3);2023;12;AI_forecast;AI_P09F;2023;2,12505E+15
Spain;7up Free (L3);2024;7;AI_forecast;AI_P09F;2023;9,27981E+15
Great Britain;7up (L3);2023;7;AI_forecast;AI_P05F;2023;1,91218E+14
Norway;Pepsi Max (L3);2023;11;AI_forecast;AI_P05F;2023;2473512593113130,00
Netherlands;Lipton (L3);2024;3;AI_forecast;AI_P08F;2023;1,33723E+16
Norway;Lipton (L3);2024;9;AI_forecast;AI_P06F;2023;1,20161E+16
Portugal;Lipton (L3);2024;8;AI_forecast;AI_P10F;2023;1,41116E+15
Denmark;7up Free (L3);2024;5;AI_forecast;AI_P05F;2023;1,53622E+16
Great Britain;7up (L3);2024;7;AI_forecast;AI_P07F;2023;0
Netherlands;Pepsi Max (L3);2023;7;AI_forecast;AI_PF;2023;8,06549E+15
Norway;Pepsi Max (L3);2024;12;AI_forecast;AI_P08F;2023;3,20209E+15
Portugal;Lipton (L3);2024;3;AI_forecast;AI_P03F;2023;5,03618E+15
Norway;Lipton (L3);2023;12;AI_forecast;AI_P06F;2023;1,06401E+16
Portugal;Lipton (L3);2024;6;AI_forecast;AI_P09F;2023;1,17881E+16
Portugal;Lipton (L3);2025;3;AI_forecast;AI_P10F;2023;6,46465E+15
Hungary;Pepsi Max (L3);2024;6;AI_forecast;AI_P05F;2023;6,25773E+15
Denmark;Pepsi Max (L3);2024;3;AI_forecast;AI_P10F;2023;2,84069E+16
Hungary;7up (L3);2024;8;AI_forecast;AI_P04F;2023;7,59245E+15
Great Britain;7up Free (L3);2023;6;AI_forecast;AI_P02F;2023;1,40074E+15
Netherlands;Pepsi Max (L3);2024;5;AI_forecast;AI_P07F;2023;9,80822E+15
Hungary;Lipton (L3);2024;6;AI_forecast;AI_PF;2023;3,61809E+14
Portugal;7up Free (L3);2024;6;AI_forecast;AI_P11F;2023;1,57586E+16
Portugal;Pepsi Max (L3);2024;7;AI_forecast;AI_P02F;2023;2,47695E+16
Great Britain;Pepsi Max (L3);2024;11;AI_forecast;AI_P11F;2023;112153141839415000000000,00
Denmark;Pepsi Max (L3);2024;3;AI_forecast;AI_P11F;2023;2,45525E+15
Denmark;Pepsi Max (L3);2024;11;AI_forecast;AI_P06F;2023;2374069328783180,00
Portugal;7up (L3);2023;7;AI_forecast;AI_P02F;2023;5,40267E+15
Spain;Pepsi Max (L3);2023;4;AI_forecast;AI_P04F;2023;8,9661E+15
Spain;Pepsi Max (L3);2024;7;AI_forecast;AI_P05F;2023;1,33757E+16
Portugal;7up (L3);2024;1;AI_forecast;AI_PF;2023;2,5661E+16
Great Britain;Lipton (L3);2024;7;AI_forecast;AI_P11F;2023;8,38781E+14
Hungary;Pepsi Regular (L3);2023;8;AI_forecast;AI_P06F;2023;1,4364E+16
Great Britain;7up (L3);2023;7;AI_forecast;AI_P06F;2023;3,08068E+15
Norway;Pepsi Regular (L3);2024;8;AI_forecast;AI_P12F;2023;3,79382E+15
Portugal;Pepsi Max (L3);2024;6;AI_forecast;AI_P02F;2023;2,3562E+16
Norway;Lipton (L3);2023;9;AI_forecast;AI_P08F;2023;1,45761E+16
Norway;7up Free (L3);2024;2;AI_forecast;AI_P03F;2023;3,73205E+16
Norway;7up Free (L3);2024;8;AI_forecast;AI_P10F;2023;5,89626E+14
Denmark;7up Free (L3);2024;1;AI_forecast;AI_P02F;2023;1,14751E+16
Great Britain;Lipton (L3);2024;2;AI_forecast;AI_P02F;2023;6,51435E+15
Italy;Pepsi Max (L3);2023;3;AI_forecast;AI_P03F;2023;1,57431E+16
Italy;Pepsi Regular (L3);2025;1;AI_forecast;AI_P09F;2023;2,02984E+16
Spain;Pepsi Max (L3);2024;6;AI_forecast;AI_P04F;2023;8,62336E+15
Norway;Mountain Dew (L3);2024;4;AI_forecast;AI_P03F;2023;0
Norway;Lipton (L3);2024;2;AI_forecast;AI_P04F;2023;1,24012E+16
Portugal;Pepsi Max (L3);2023;11;AI_forecast;AI_P04F;2023;20524831077064600,00
Netherlands;Pepsi Regular (L3);2023;8;AI_forecast;AI_PF;2023;6,35189E+14
Hungary;Pepsi Max (L3);2023;8;AI_forecast;AI_P05F;2023;5,80138E+15
Great Britain;Pepsi Regular (L3);2024;4;AI_forecast;AI_P05F;2023;1,38239E+15
Great Britain;Lipton (L3);2024;3;AI_forecast;AI_P08F;2023;6,1527E+15
Czech;Lipton (L3);2024;6;AI_forecast;AI_P05F;2023;3,43965E+16
Great Britain;Mountain Dew (L3);2025;1;AI_forecast;AI_P09F;2023;1,87277E+15
Denmark;Pepsi Regular (L3);2025;1;AI_forecast;AI_P10F;2023;1,92665E+16
Norway;Mountain Dew (L3);2024;4;AI_forecast;AI_P05F;2023;0
Netherlands;Mountain Dew (L3);2024;3;AI_forecast;AI_P02F;2023;0
Norway;Pepsi Max (L3);2025;1;AI_forecast;AI_P10F;2023;1,85444E+16
Italy;7up (L3);2023;8;AI_forecast;AI_P08F;2023;1,16772E+16
Hungary;Lipton (L3);2024;11;AI_forecast;AI_P11F;2023;25605387892022500,00
Portugal;Pepsi Max (L3);2024;5;AI_forecast;AI_PF;2023;1,89538E+16
Denmark;Pepsi Max (L3);2024;9;AI_forecast;AI_P05F;2023;2,22529E+16
Great Britain;Pepsi Regular (L3);2023;8;AI_forecast;AI_P05F;2023;2,14584E+15
Spain;Pepsi Max (L3);2024;3;AI_forecast;AI_P09F;2023;1,34187E+16
Denmark;Pepsi Regular (L3);2025;1;AI_forecast;AI_P11F;2023;2,03967E+14
Spain;Pepsi Regular (L3);2024;2;AI_forecast;AI_P06F;2023;1,01275E+16
Portugal;Lipton (L3);2023;4;AI_forecast;AI_P03F;2023;5,62566E+15
Great Britain;Lipton (L3);2024;8;AI_forecast;AI_P06F;2023;7,57126E+15
Netherlands;7up Free (L3);2024;9;AI_forecast;AI_P07F;2023;1,25182E+16
Great Britain;7up Free (L3);2023;12;AI_forecast;AI_P03F;2023;1,21164E+15
Spain;7up Free (L3);2024;5;AI_forecast;AI_P10F;2023;9,3483E+15
Norway;7up (L3);2023;4;AI_forecast;AI_PF;2023;6,71995E+14
Norway;7up (L3);2024;5;AI_forecast;AI_P04F;2023;4,57547E+15
Spain;Lipton (L3);2024;4;AI_forecast;AI_P06F;2023;1,27765E+16
Portugal;Pepsi Regular (L3);2023;4;AI_forecast;AI_PF;2023;1,54653E+16
Netherlands;Lipton (L3);2024;4;AI_forecast;AI_P02F;2023;1,4119E+15
Spain;Pepsi Max (L3);2024;3;AI_forecast;AI_P08F;2023;1,13404E+16
Great Britain;7up (L3);2023;11;AI_forecast;AI_P07F;2023;140383705328489,00
Netherlands;Pepsi Max (L3);2024;1;AI_forecast;AI_P05F;2023;7,15513E+15
Hungary;7up Free (L3);2024;6;AI_forecast;AI_P07F;2023;3,94311E+15
Great Britain;7up Free (L3);2024;4;AI_forecast;AI_P03F;2023;1,71261E+15
Hungary;Pepsi Regular (L3);2024;9;AI_forecast;AI_P10F;2023;1,07652E+16
Netherlands;Pepsi Max (L3);2025;1;AI_forecast;AI_P11F;2023;7,49396E+15
Norway;Mountain Dew (L3);2024;10;AI_forecast;AI_P10F;2023;4,11647E+15
Netherlands;Lipton (L3);2023;2;AI_forecast;AI_PF;2023;1,36394E+16
Portugal;7up Free (L3);2023;7;AI_forecast;AI_P03F;2023;1,43678E+15
Portugal;Lipton (L3);2024;1;AI_forecast;AI_P04F;2023;6,1879E+15
Hungary;Pepsi Max (L3);2023;12;AI_forecast;AI_P11F;2023;5,11477E+15
Great Britain;Lipton (L3);2024;9;AI_forecast;AI_P09F;2023;8,76158E+15
Spain;Pepsi Max (L3);2025;2;AI_forecast;AI_P09F;2023;1,21063E+16
Hungary;Pepsi Regular (L3);2024;10;AI_forecast;AI_P08F;2023;1,27315E+16
Great Britain;7up (L3);2024;6;AI_forecast;AI_P10F;2023;1,54753E+15
Netherlands;Pepsi Max (L3);2024;7;AI_forecast;AI_P05F;2023;8,75511E+15
Spain;Pepsi Regular (L3);2023;8;AI_forecast;AI_P07F;2023;1,65748E+16
Spain;7up (L3);2025;4;AI_forecast;AI_P12F;2023;4,37867E+16
Hungary;7up Free (L3);2024;2;AI_forecast;AI_PF;2023;1,40888E+16
Italy;Pepsi Regular (L3);2023;12;AI_forecast;AI_P03F;2023;1,88692E+16
Hungary;Mountain Dew (L3);2023;8;AI_forecast;AI_P03F;2023;4,7959E+16
Great Britain;7up Free (L3);2024;6;AI_forecast;AI_P03F;2023;1,82904E+16
Portugal;7up (L3);2023;6;AI_forecast;AI_P04F;2023;4,85119E+15
Czech;7up (L3);2023;4;AI_forecast;AI_P02F;2023;6,53493E+15
Denmark;Pepsi Regular (L3);2024;9;AI_forecast;AI_P08F;2023;2,17946E+16
Spain;Lipton (L3);2024;6;AI_forecast;AI_P10F;2023;1,43306E+16
Hungary;Lipton (L3);2024;12;AI_forecast;AI_P08F;2023;2,3832E+16
Portugal;Pepsi Max (L3);2024;4;AI_forecast;AI_P05F;2023;2,16623E+16
Netherlands;Pepsi Regular (L3);2024;9;AI_forecast;AI_P08F;2023;5,39366E+15
Denmark;Pepsi Max (L3);2024;5;AI_forecast;AI_P10F;2023;2,57709E+14
Italy;Pepsi Regular (L3);2024;4;AI_forecast;AI_P08F;2023;2,11459E+16
Denmark;Pepsi Max (L3);2025;1;AI_forecast;AI_P09F;2023;2,06369E+14
Denmark;Pepsi Max (L3);2023;12;AI_forecast;AI_P09F;2023;2,86013E+15
Spain;Lipton (L3);2025;1;AI_forecast;AI_P08F;2023;1,31758E+16
Denmark;Pepsi Regular (L3);2024;6;AI_forecast;AI_P07F;2023;2,18073E+16
Norway;Pepsi Max (L3);2024;10;AI_forecast;AI_P12F;2023;1,72172E+16
Denmark;Pepsi Max (L3);2024;6;AI_forecast;AI_P10F;2023;2,78372E+15
Portugal;7up (L3);2024;4;AI_forecast;AI_P07F;2023;3,00687E+16
Czech;7up (L3);2024;3;AI_forecast;AI_P03F;2023;5,63676E+15
Denmark;Pepsi Regular (L3);2024;10;AI_forecast;AI_P05F;2023;1,61344E+15
Denmark;7up (L3);2024;10;AI_forecast;AI_P05F;2023;0
Italy;7up (L3);2024;1;AI_forecast;AI_P10F;2023;1,51802E+16
Denmark;Pepsi Max (L3);2024;9;AI_forecast;AI_P07F;2023;2,08076E+16
Great Britain;Lipton (L3);2024;10;AI_forecast;AI_P06F;2023;6,35033E+15
Great Britain;Lipton (L3);2023;12;AI_forecast;AI_P05F;2023;5,86156E+15
Denmark;Pepsi Max (L3);2025;5;AI_forecast;AI_P12F;2023;2,86827E+15
Norway;7up (L3);2023;12;AI_forecast;AI_P08F;2023;0
Great Britain;7up (L3);2024;2;AI_forecast;AI_P02F;2023;1,81132E+16
Spain;Lipton (L3);2025;2;AI_forecast;AI_P12F;2023;9,36593E+14
Czech;7up (L3);2024;7;AI_forecast;AI_P06F;2023;1,04036E+16
Czech;Pepsi Regular (L3);2024;4;AI_forecast;AI_P06F;2023;1,00691E+16
Great Britain;Lipton (L3);2023;4;AI_forecast;AI_PF;2023;5,01421E+15
Great Britain;Lipton (L3);2023;11;AI_forecast;AI_P10F;2023;4989215669405780,00
Great Britain;7up Free (L3);2023;6;AI_forecast;AI_P03F;2023;1,66059E+15
Czech;Pepsi Max (L3);2024;2;AI_forecast;AI_P02F;2023;3,08506E+16
Norway;Mountain Dew (L3);2024;3;AI_forecast;AI_P03F;2023;0
Great Britain;7up (L3);2024;3;AI_forecast;AI_P12F;2023;2,1042E+16
Hungary;Lipton (L3);2024;6;AI_forecast;AI_P09F;2023;3,27194E+15
Great Britain;Pepsi Max (L3);2023;8;AI_forecast;AI_P06F;2023;1,26336E+23
Hungary;Pepsi Max (L3);2024;5;AI_forecast;AI_P04F;2023;5,38297E+15
Hungary;Pepsi Max (L3);2024;5;AI_forecast;AI_P06F;2023;5,82807E+15
Italy;Pepsi Max (L3);2024;5;AI_forecast;AI_P12F;2023;2,06095E+15
Spain;Pepsi Max (L3);2024;6;AI_forecast;AI_P04F;2023;1,29295E+16
Norway;Pepsi Max (L3);2024;5;AI_forecast;AI_P06F;2023;3,20655E+16
Norway;Pepsi Max (L3);2023;12;AI_forecast;AI_PF;2023;3,00649E+16
Norway;Pepsi Regular (L3);2024;5;AI_forecast;AI_P08F;2023;3,83732E+15
Portugal;7up Free (L3);2024;9;AI_forecast;AI_P08F;2023;1,37488E+16
Italy;Pepsi Regular (L3);2024;9;AI_forecast;AI_P04F;2023;1,63861E+16
Denmark;Pepsi Max (L3);2023;6;AI_forecast;AI_P04F;2023;2,02138E+16
Spain;7up Free (L3);2023;11;AI_forecast;AI_P02F;2023;8139136822457230,00
Great Britain;7up (L3);2024;6;AI_forecast;AI_P11F;2023;1,60538E+16
Czech;Pepsi Regular (L3);2023;4;AI_forecast;AI_P04F;2023;1,05858E+16
Hungary;Lipton (L3);2024;9;AI_forecast;AI_P05F;2023;4,0075E+16
Norway;Pepsi Max (L3);2023;12;AI_forecast;AI_P07F;2023;2,42642E+15
Netherlands;Pepsi Regular (L3);2023;7;AI_forecast;AI_P05F;2023;6,20529E+15
Netherlands;Pepsi Regular (L3);2023;5;AI_forecast;AI_P03F;2023;6,72515E+14
Great Britain;Pepsi Max (L3);2024;7;AI_forecast;AI_P04F;2023;1,05532E+23
Hungary;Pepsi Max (L3);2023;9;AI_forecast;AI_P02F;2023;4,25884E+16
Great Britain;Lipton (L3);2023;10;AI_forecast;AI_P09F;2023;6,71544E+15
Great Britain;Mountain Dew (L3);2024;10;AI_forecast;AI_P10F;2023;1,41801E+15
Spain;Pepsi Regular (L3);2024;8;AI_forecast;AI_P07F;2023;1,83624E+15
Hungary;Pepsi Max (L3);2024;12;AI_forecast;AI_P09F;2023;4,14596E+15
Denmark;Pepsi Max (L3);2024;2;AI_forecast;AI_P06F;2023;1,96148E+16
Netherlands;Pepsi Max (L3);2024;7;AI_forecast;AI_P09F;2023;1,04727E+16
Spain;7up Free (L3);2024;12;AI_forecast;AI_P12F;2023;8,1339E+15
Norway;Pepsi Max (L3);2024;9;AI_forecast;AI_P12F;2023;1,83705E+16
Denmark;7up (L3);2023;12;AI_forecast;AI_P10F;2023;0
Portugal;Pepsi Regular (L3);2023;8;AI_forecast;AI_PF;2023;2,40381E+16
Netherlands;Lipton (L3);2023;12;AI_forecast;AI_PF;2023;1,547E+16
Portugal;Pepsi Max (L3);2023;12;AI_forecast;AI_P04F;2023;2,17183E+16
Czech;Lipton (L3);2024;12;AI_forecast;AI_P12F;2023;2,35107E+15
Czech;Pepsi Regular (L3);2023;7;AI_forecast;AI_P07F;2023;1,07644E+16
Great Britain;7up Free (L3);2023;8;AI_forecast;AI_P05F;2023;1,8099E+16
Norway;7up (L3);2023;11;AI_forecast;AI_P09F;2023;0,00
Czech;Pepsi Regular (L3);2024;9;AI_forecast;AI_P10F;2023;9,71555E+15
Denmark;7up (L3);2024;10;AI_forecast;AI_P06F;2023;0
Netherlands;Lipton (L3);2024;5;AI_forecast;AI_P05F;2023;1,80781E+16
Hungary;Lipton (L3);2025;4;AI_forecast;AI_P11F;2023;2,72952E+16
Spain;7up (L3);2023;3;AI_forecast;AI_PF;2023;5,22042E+15
Hungary;7up Free (L3);2024;5;AI_forecast;AI_P04F;2023;3,00761E+16
Hungary;Mountain Dew (L3);2025;1;AI_forecast;AI_P10F;2023;3,49045E+16
Norway;Mountain Dew (L3);2024;1;AI_forecast;AI_P06F;2023;6,84512E+15
Czech;Pepsi Regular (L3);2023;6;AI_forecast;AI_P02F;2023;1,20093E+15
Netherlands;7up (L3);2023;10;AI_forecast;AI_P03F;2023;1,84937E+16
Denmark;7up Free (L3);2024;4;AI_forecast;AI_P06F;2023;9,57916E+14
Hungary;Pepsi Max (L3);2024;11;AI_forecast;AI_P07F;2023;32947539338011400,00
Czech;Lipton (L3);2023;7;AI_forecast;AI_P02F;2023;3,266E+14
Great Britain;7up Free (L3);2024;11;AI_forecast;AI_P11F;2023;5976182956376110,00
Spain;7up Free (L3);2024;11;AI_forecast;AI_P12F;2023;7255732271691480,00
Norway;Mountain Dew (L3);2024;9;AI_forecast;AI_P11F;2023;5,67157E+15
Great Britain;7up (L3);2024;5;AI_forecast;AI_P03F;2023;2,90976E+16
Great Britain;7up (L3);2023;4;AI_forecast;AI_P03F;2023;2,90584E+16
Denmark;Mountain Dew (L3);2023;5;AI_forecast;AI_P02F;2023;2,24325E+16
Great Britain;Pepsi Max (L3);2023;12;AI_forecast;AI_P02F;2023;1,16464E+23
Netherlands;Lipton (L3);2024;9;AI_forecast;AI_P06F;2023;2,04257E+16
Spain;Pepsi Regular (L3);2023;8;AI_forecast;AI_P06F;2023;1,67454E+16
Denmark;Pepsi Max (L3);2024;7;AI_forecast;AI_P11F;2023;1,95053E+16
Great Britain;7up Free (L3);2023;12;AI_forecast;AI_PF;2023;1,25099E+16
Hungary;7up (L3);2024;2;AI_forecast;AI_P05F;2023;2,23442E+16
Netherlands;Pepsi Max (L3);2024;7;AI_forecast;AI_P07F;2023;9,16344E+15
Denmark;7up (L3);2024;7;AI_forecast;AI_P08F;2023;0
Spain;Pepsi Regular (L3);2024;2;AI_forecast;AI_P02F;2023;1,01108E+16
Norway;Pepsi Max (L3);2024;8;AI_forecast;AI_P08F;2023;3,09975E+15
Great Britain;Pepsi Max (L3);2024;10;AI_forecast;AI_P11F;2023;1,04747E+23
Czech;Mountain Dew (L3);2024;11;AI_forecast;AI_P10F;2023;8095637559447940,00
Italy;Pepsi Regular (L3);2023;8;AI_forecast;AI_P06F;2023;2,04195E+16
Spain;Pepsi Max (L3);2024;5;AI_forecast;AI_P10F;2023;1,06465E+15
Great Britain;7up (L3);2024;6;AI_forecast;AI_P04F;2023;4,83262E+15
Netherlands;Pepsi Max (L3);2023;12;AI_forecast;AI_P07F;2023;8,40925E+15
Netherlands;Pepsi Max (L3);2024;3;AI_forecast;AI_P03F;2023;8,53508E+14
Great Britain;7up (L3);2024;5;AI_forecast;AI_P12F;2023;3,50488E+16
Netherlands;Lipton (L3);2024;7;AI_forecast;AI_P05F;2023;2,54575E+15
Norway;Lipton (L3);2024;5;AI_forecast;AI_P06F;2023;1,1301E+16
Great Britain;Pepsi Max (L3);2023;4;AI_forecast;AI_P02F;2023;1,09516E+23
Denmark;Pepsi Max (L3);2024;10;AI_forecast;AI_P12F;2023;2,37147E+16
Great Britain;7up Free (L3);2023;5;AI_forecast;AI_PF;2023;1,52975E+16
Spain;Pepsi Max (L3);2024;11;AI_forecast;AI_P10F;2023;11758281269333700,00
Denmark;Pepsi Regular (L3);2024;5;AI_forecast;AI_P09F;2023;5,00833E+14
Norway;Pepsi Regular (L3);2024;1;AI_forecast;AI_P07F;2023;2,99969E+16
Hungary;Pepsi Max (L3);2025;5;AI_forecast;AI_P12F;2023;6,04373E+15
Great Britain;Lipton (L3);2025;1;AI_forecast;AI_P12F;2023;5,92147E+15
Czech;Lipton (L3);2024;6;AI_forecast;AI_P10F;2023;3,13505E+15
Great Britain;7up (L3);2024;5;AI_forecast;AI_P04F;2023;2,98895E+15
Great Britain;7up (L3);2023;11;AI_forecast;AI_P07F;2023;13921726838860500,00
Norway;Pepsi Max (L3);2024;10;AI_forecast;AI_P12F;2023;2,30137E+16
Hungary;Mountain Dew (L3);2023;12;AI_forecast;AI_P11F;2023;4,69997E+15
Czech;Pepsi Max (L3);2025;1;AI_forecast;AI_P08F;2023;4,18061E+15
Spain;Pepsi Max (L3);2024;4;AI_forecast;AI_PF;2023;8,17461E+14
Netherlands;7up Free (L3);2023;6;AI_forecast;AI_PF;2023;1,42641E+15
Spain;7up Free (L3);2024;7;AI_forecast;AI_P11F;2023;8,44257E+15
Norway;Pepsi Max (L3);2024;10;AI_forecast;AI_P11F;2023;1,85353E+15
Spain;Pepsi Regular (L3);2023;6;AI_forecast;AI_P06F;2023;1,30147E+16
Portugal;Pepsi Max (L3);2023;11;AI_forecast;AI_P06F;2023;20899942375926400,00
Norway;Lipton (L3);2023;4;AI_forecast;AI_PF;2023;8,95742E+15
Great Britain;Pepsi Max (L3);2024;7;AI_forecast;AI_P05F;2023;1,0761E+23
Czech;Lipton (L3);2023;10;AI_forecast;AI_P05F;2023;2,70102E+16
Portugal;7up (L3);2023;6;AI_forecast;AI_PF;2023;4,88131E+16
Portugal;7up (L3);2023;10;AI_forecast;AI_P05F;2023;2,71899E+16
Great Britain;7up Free (L3);2023;12;AI_forecast;AI_P03F;2023;1,21164E+15
Norway;Pepsi Max (L3);2023;9;AI_forecast;AI_P03F;2023;2,28393E+16
Hungary;Pepsi Max (L3);2023;4;AI_forecast;AI_P03F;2023;4,8586E+16
Denmark;7up Free (L3);2024;9;AI_forecast;AI_P08F;2023;1,89179E+16
Great Britain;Pepsi Max (L3);2024;2;AI_forecast;AI_P09F;2023;9,38225E+15
Great Britain;Lipton (L3);2024;4;AI_forecast;AI_P12F;2023;7,48942E+14
Denmark;Pepsi Max (L3);2024;3;AI_forecast;AI_P12F;2023;2,61856E+14
Denmark;Pepsi Max (L3);2024;3;AI_forecast;AI_P09F;2023;2,47127E+15
Great Britain;7up (L3);2024;12;AI_forecast;AI_P11F;2023;5,30323E+16
Denmark;7up (L3);2024;5;AI_forecast;AI_P07F;2023;0
Italy;7up (L3);2025;4;AI_forecast;AI_P11F;2023;2,05816E+15
Spain;Pepsi Regular (L3);2024;6;AI_forecast;AI_P07F;2023;1,29411E+16
Spain;7up (L3);2023;11;AI_forecast;AI_P08F;2023;7452613376089300,00
Denmark;Pepsi Max (L3);2024;6;AI_forecast;AI_PF;2023;2,15541E+15
Great Britain;Pepsi Regular (L3);2024;5;AI_forecast;AI_P08F;2023;1,40619E+15
Hungary;Pepsi Max (L3);2024;5;AI_forecast;AI_P11F;2023;5,14716E+16
Great Britain;Lipton (L3);2023;6;AI_forecast;AI_P02F;2023;6,6541E+15
Great Britain;Lipton (L3);2024;9;AI_forecast;AI_P06F;2023;7,79527E+15
Netherlands;Lipton (L3);2023;10;AI_forecast;AI_P02F;2023;1,52272E+16
Netherlands;Lipton (L3);2023;10;AI_forecast;AI_P09F;2023;1,53806E+16
Czech;Mountain Dew (L3);2023;10;AI_forecast;AI_P04F;2023;8,42307E+15
Great Britain;Lipton (L3);2024;7;AI_forecast;AI_P10F;2023;7,89593E+14
Denmark;Pepsi Max (L3);2024;9;AI_forecast;AI_P07F;2023;1,77043E+16
Spain;Pepsi Max (L3);2024;2;AI_forecast;AI_P03F;2023;7,24529E+14
Hungary;Pepsi Regular (L3);2023;11;AI_forecast;AI_P09F;2023;7896807562519550,00
Netherlands;Pepsi Max (L3);2023;10;AI_forecast;AI_P08F;2023;9,4707E+14
Norway;Pepsi Regular (L3);2024;3;AI_forecast;AI_P04F;2023;3,27913E+16
Denmark;Mountain Dew (L3);2024;1;AI_forecast;AI_P07F;2023;3,75052E+15
